Log,P,N,fitness_token_based,fitness_alignment_based,precision_token_based,precision_alignments
Hospital_Billing_merged_128_65.xes,128.0,65.0,0.936600295626042,0.8856384412072495,0.9951454229948494,0.995494667157043
Hospital_Billing_merged_128_70.xes,128.0,70.0,0.9366006503523238,0.8856509557120548,0.9951454229948494,0.995494667157043
Hospital_Billing_merged_128_75.xes,128.0,75.0,0.9366005691879892,0.8856514997578753,0.9951490800401792,0.995494667157043
Hospital_Billing_merged_128_80.xes,128.0,80.0,0.936600609742241,0.8856509557120548,0.9951472515175143,0.995494667157043
Hospital_Billing_merged_128_85.xes,128.0,85.0,0.936600572608738,0.8856480538622954,0.9951435944721846,0.995494667157043
Hospital_Billing_merged_128_90.xes,128.0,90.0,0.9366005320544863,0.8856480538622954,0.9951454229948494,0.995494667157043
Hospital_Billing_merged_16_10.xes,16.0,10.0,0.9242622125552542,0.8610621804454004,0.9973116242242364,0.9973238221140484
Hospital_Billing_merged_16_15.xes,16.0,15.0,0.936227263925641,0.8663715180033698,0.9987529683072192,0.9987825912644462
Hospital_Billing_merged_16_20.xes,16.0,20.0,0.9383324897854408,0.8663484939124253,0.9990724542405015,0.9991216964730952
Hospital_Billing_merged_16_25.xes,16.0,25.0,0.9361392823017851,0.8670966964954504,0.9775658994270333,0.9776118182432956
Hospital_Billing_merged_16_30.xes,16.0,30.0,0.9360501753320996,0.8663312644345258,0.9991477714992503,0.9991947804434569
Hospital_Billing_merged_16_35.xes,16.0,35.0,0.9361593614602544,0.8663254663211024,0.999091793192519,0.9991406322451921
Hospital_Billing_merged_16_40.xes,16.0,40.0,0.9362763936493549,0.8663327189958085,0.9990816220420229,0.9991308665065135
Hospital_Billing_merged_16_45.xes,16.0,45.0,0.9361595283328935,0.8663503038981155,0.9991386036977289,0.9991856104100385
Hospital_Billing_merged_16_50.xes,16.0,50.0,0.9360357100281345,0.8663581078007649,0.9775921073307134,0.9776394077158864
Hospital_Billing_merged_16_55.xes,16.0,55.0,0.936010708771293,0.866332174949988,0.9990816220420229,0.9991308665065134
Hospital_Billing_merged_16_60.xes,16.0,60.0,0.9362639139443273,0.8669989621106735,0.999025143950577,0.9990752507638255
Hospital_Billing_merged_16_65.xes,16.0,65.0,0.9360371597725503,0.866370797922988,0.9990632864389802,0.999112526439677
Hospital_Billing_merged_16_70.xes,16.0,70.0,0.9361829932590009,0.8670430276638694,0.9790134800899878,0.9790623692477904
Hospital_Billing_merged_16_75.xes,16.0,75.0,0.9361469461154213,0.8669793786012633,0.9990343117520982,0.9990844207972438
Hospital_Billing_merged_16_80.xes,16.0,80.0,0.9361464185682398,0.8664197545019761,0.9547107042225628,0.9547521490214624
Hospital_Billing_merged_16_85.xes,16.0,85.0,0.9362530027497982,0.8663571972853024,0.9761524050796873,0.9761980339419825
Hospital_Billing_merged_16_90.xes,16.0,90.0,0.9361770203643834,0.8663517584593983,0.9990724542405015,0.9991216964730952
Hospital_Billing_merged_256_10.xes,256.0,10.0,0.931393663523602,0.8842091665472669,0.9942133518645738,0.9943719212763653
Hospital_Billing_merged_256_15.xes,256.0,15.0,0.9326262445025361,0.8839252527073521,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_20.xes,256.0,20.0,0.9325975075682458,0.8834934530232929,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_25.xes,256.0,25.0,0.9326070784661024,0.883636298195945,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_30.xes,256.0,30.0,0.9325989752704444,0.8836215885187595,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_35.xes,256.0,35.0,0.9325975075682458,0.8834934530232929,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_40.xes,256.0,40.0,0.9326052921800134,0.8836339270434138,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_45.xes,256.0,45.0,0.9326121793446405,0.8837735337496305,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_50.xes,256.0,50.0,0.9326180411924725,0.8839105474555152,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_55.xes,256.0,55.0,0.9325720690659243,0.8831943416296527,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_60.xes,256.0,60.0,0.9326166655244392,0.8837813194793324,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_65.xes,256.0,65.0,0.9326121793446405,0.8837735337496305,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_70.xes,256.0,70.0,0.9325921083087778,0.883480899288861,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_75.xes,256.0,75.0,0.9325879205099087,0.8833484317399055,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_80.xes,256.0,80.0,0.9325945254540864,0.8836148963761111,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_85.xes,256.0,85.0,0.9325974994880054,0.8834923649679253,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_256_90.xes,256.0,90.0,0.9326244420559666,0.8839207054440855,0.997742935578563,0.9983846808078501
Hospital_Billing_merged_32_10.xes,32.0,10.0,0.9339243527156217,0.8648729753395639,0.768202342983259,0.7681970309089801
Hospital_Billing_merged_32_15.xes,32.0,15.0,0.9349263394089894,0.8666905144286314,0.7859073388298264,0.785926781045578
Hospital_Billing_merged_32_20.xes,32.0,20.0,0.934914323272328,0.8666680278724412,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_25.xes,32.0,25.0,0.9352047390547364,0.8666653073712887,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_30.xes,32.0,30.0,0.9349427757040887,0.8666453595686374,0.8073988064027452,0.8074208792980506
Hospital_Billing_merged_32_35.xes,32.0,35.0,0.9349218691484136,0.8666718364652347,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_40.xes,32.0,40.0,0.9349191335895334,0.8666685719182616,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_45.xes,32.0,45.0,0.934905461006292,0.8666616799094617,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_50.xes,32.0,50.0,0.9349005419783755,0.8666669397808002,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_55.xes,32.0,55.0,0.9355042374686932,0.8666718364652347,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_60.xes,32.0,60.0,0.9349194093847257,0.866664763325468,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_65.xes,32.0,65.0,0.9349184189671679,0.8666718364652347,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_70.xes,32.0,70.0,0.9349289539874601,0.8666712924194142,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_75.xes,32.0,75.0,0.9349287350824588,0.8666616798550517,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_80.xes,32.0,80.0,0.9349068631853242,0.8666547865222747,0.7844685860914349,0.7844874510282593
Hospital_Billing_merged_32_85.xes,32.0,85.0,0.9349166736293169,0.8666712924194142,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_32_90.xes,32.0,90.0,0.936995332514701,0.8666718364652347,0.7860975636547376,0.7861170699282836
Hospital_Billing_merged_4_10.xes,4.0,10.0,0.9172608855485448,0.8611888005129051,0.9910827216982001,0.9910827233435773
Hospital_Billing_merged_4_15.xes,4.0,15.0,0.9188561733344816,0.8630073751335313,0.985981785462927,0.9859817965285949
Hospital_Billing_merged_4_20.xes,4.0,20.0,0.9171181475734512,0.8631028696027524,0.9936367300300132,0.9936367363752405
Hospital_Billing_merged_4_25.xes,4.0,25.0,0.9173084626826299,0.8623809490921687,0.936475728610785,0.9364757361102003
Hospital_Billing_merged_4_30.xes,4.0,30.0,0.9172221770175234,0.8619665576410716,0.9945504243588636,0.9945504243588636
Hospital_Billing_merged_4_35.xes,4.0,35.0,0.9173004615976158,0.8628602246408485,0.9768532589365275,0.9767978831855177
Hospital_Billing_merged_4_40.xes,4.0,40.0,0.9172291376485623,0.863089229644757,0.9946254920835849,0.9946254920835849
Hospital_Billing_merged_4_45.xes,4.0,45.0,0.9174778339156038,0.8631225937983455,0.9775407162271901,0.9775407162271901
Hospital_Billing_merged_4_50.xes,4.0,50.0,0.9172502906536742,0.861750502748613,0.9764189089971704,0.9764189231539874
Hospital_Billing_merged_4_55.xes,4.0,55.0,0.9172916735228336,0.8615156341941603,0.9954387100933191,0.9954376714637497
Hospital_Billing_merged_4_60.xes,4.0,60.0,0.917148557970957,0.8632590409145238,0.9941057495324991,0.9941049471131255
Hospital_Billing_merged_4_65.xes,4.0,65.0,0.9170915892815709,0.8621795106362526,0.9953125372490718,0.9953125372490718
Hospital_Billing_merged_4_70.xes,4.0,70.0,0.9189895236212419,0.861904065480649,0.9949951803439244,0.9949951857972044
Hospital_Billing_merged_4_75.xes,4.0,75.0,0.915100155241195,0.8125137355515726,0.9772317140219895,0.9772134574628044
Hospital_Billing_merged_4_80.xes,4.0,80.0,0.9174219324958475,0.8627527680192394,0.9944957008672664,0.9944948268669739
Hospital_Billing_merged_4_85.xes,4.0,85.0,0.9173264501578651,0.8616349617769588,0.9948301850091615,0.9948301866057454
Hospital_Billing_merged_4_90.xes,4.0,90.0,0.9170490178085963,0.8626304382183256,0.994677639165577,0.9946765971711017
Hospital_Billing_merged_512_10.xes,512.0,10.0,0.9288826145907707,0.8749893323164706,0.9976102685654495,0.9977832387081836
Hospital_Billing_merged_512_15.xes,512.0,15.0,0.9301821402294032,0.8762398227140082,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_512_20.xes,512.0,20.0,0.9301839589378099,0.8763725698760721,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_512_25.xes,512.0,25.0,0.9301589493436193,0.8760036962723692,0.9982414340901065,0.9987639151746557
Hospital_Billing_merged_512_30.xes,512.0,30.0,0.9301408628853769,0.875889650905292,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_512_35.xes,512.0,35.0,0.9301383106716063,0.8758286103680112,0.9982414340901065,0.9987639151746557
Hospital_Billing_merged_512_40.xes,512.0,40.0,0.9295609804125318,0.8754605147369547,0.998242560101407,0.9987633411294261
Hospital_Billing_merged_512_45.xes,512.0,45.0,0.9301066191582228,0.8756376881362572,0.9982419199001923,0.9987639004190332
Hospital_Billing_merged_512_50.xes,512.0,50.0,0.9301134370270523,0.8754597365648051,0.9982419199001923,0.9987639004190333
Hospital_Billing_merged_512_55.xes,512.0,55.0,0.9302027871138829,0.8764149086546397,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_512_60.xes,512.0,60.0,0.9301469554613094,0.8757834059948963,0.9982414340901065,0.9987639151746557
Hospital_Billing_merged_512_65.xes,512.0,65.0,0.9301906572819364,0.8761946185766701,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_512_70.xes,512.0,70.0,0.9301486300076128,0.8759161533201901,0.9982414340901062,0.9987639151746555
Hospital_Billing_merged_512_75.xes,512.0,75.0,0.9301906490694696,0.8761946185403968,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_512_80.xes,512.0,80.0,0.9301736396018034,0.876285026923893,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_512_85.xes,512.0,85.0,0.9301383106716063,0.8758286103680113,0.9982414340901065,0.9987639151746557
Hospital_Billing_merged_512_90.xes,512.0,90.0,0.9301821402294032,0.8762398227140082,0.9982409482800204,0.9987639299302777
Hospital_Billing_merged_64_10.xes,64.0,10.0,0.936812152050801,0.8710898168014524,0.9556159785289033,0.9557250889530098
Hospital_Billing_merged_64_15.xes,64.0,15.0,0.9383587586889997,0.8726981376900043,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_20.xes,64.0,20.0,0.9383589015525239,0.8726921524423753,0.9977189013178321,0.9981458882543708
Hospital_Billing_merged_64_25.xes,64.0,25.0,0.9383588517739312,0.8727023089800114,0.9977098285402516,0.9981458882543708
Hospital_Billing_merged_64_30.xes,64.0,30.0,0.9383583201475172,0.8726772804419545,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_35.xes,64.0,35.0,0.9383586324522799,0.872695779958612,0.9977098285402516,0.9981458882543708
Hospital_Billing_merged_64_40.xes,64.0,40.0,0.9383585394182582,0.8726865302002832,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_45.xes,64.0,45.0,0.938358884976856,0.872695779958612,0.9977158770586387,0.9981458882543708
Hospital_Billing_merged_64_50.xes,64.0,50.0,0.9383588683498255,0.872701402200704,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_55.xes,64.0,55.0,0.9383586490279473,0.872689794710983,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_60.xes,64.0,60.0,0.9383586490274943,0.8726921523879652,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_65.xes,64.0,65.0,0.9383584131304019,0.8726963241313893,0.9977098285402516,0.9981458882543708
Hospital_Billing_merged_64_70.xes,64.0,70.0,0.9383588683498253,0.8726990444693119,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_75.xes,64.0,75.0,0.9383588683498255,0.8726990444693119,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_64_80.xes,64.0,80.0,0.9383585227912278,0.8726921524423752,0.9977098285402516,0.9981458882543708
Hospital_Billing_merged_64_85.xes,64.0,85.0,0.9383589016036605,0.8726972309106967,0.9977189013178324,0.9981458882543708
Hospital_Billing_merged_64_90.xes,64.0,90.0,0.9383589780106512,0.8727023089800114,0.997712852799445,0.9981458882543708
Hospital_Billing_merged_8_10.xes,8.0,10.0,0.9169173546238218,0.8591212759513139,0.9981647863042941,0.9981647885928682
Hospital_Billing_merged_8_15.xes,8.0,15.0,0.9186477744002669,0.8612174282014404,0.9958827011125567,0.9957803562865678
Hospital_Billing_merged_8_20.xes,8.0,20.0,0.9251286033939126,0.864119749097247,0.9973148169815402,0.9973362446148712
Hospital_Billing_merged_8_25.xes,8.0,25.0,0.9230820098871728,0.8631923368016701,0.9757634352610479,0.9757893887222228
Hospital_Billing_merged_8_30.xes,8.0,30.0,0.9232835561152412,0.8646324909815387,0.9970984021411509,0.9971229179860363
Hospital_Billing_merged_8_35.xes,8.0,35.0,0.9251689924401827,0.8637810121715221,0.9758328997730461,0.9758656381659723
Hospital_Billing_merged_8_40.xes,8.0,40.0,0.9213663236055292,0.8637626341887193,0.9967600877138374,0.9968020917635542
Hospital_Billing_merged_8_45.xes,8.0,45.0,0.92331862725528,0.8641665079828572,0.9975134853713504,0.9975422015017242
Hospital_Billing_merged_8_50.xes,8.0,50.0,0.925026568126705,0.8639160273791235,0.9981854892591242,0.9982156696907772
Hospital_Billing_merged_8_55.xes,8.0,55.0,0.9178386243426283,0.8607604701025992,0.9977878159761003,0.9978182565366129
Hospital_Billing_merged_8_60.xes,8.0,60.0,0.9178208209655623,0.8618134937945369,0.9978108256495013,0.9977421152607535
Hospital_Billing_merged_8_65.xes,8.0,65.0,0.9270070754591744,0.8650452001472697,0.9968776551335194,0.9969053593175179
Hospital_Billing_merged_8_70.xes,8.0,70.0,0.923296839532312,0.862806156729885,0.9985964739180634,0.9986227619361463
Hospital_Billing_merged_8_75.xes,8.0,75.0,0.921477315507602,0.8632870056894747,0.9964817050287793,0.9965156493937503
Hospital_Billing_merged_8_80.xes,8.0,80.0,0.923205735988916,0.8626590722184236,0.998171741518328,0.998192701089353
Hospital_Billing_merged_8_85.xes,8.0,85.0,0.923239990985274,0.8643865319051306,0.9965638726795956,0.9965921336866362
Hospital_Billing_merged_8_90.xes,8.0,90.0,0.9214290799372462,0.8632418440282279,0.9974294025700361,0.997461977323205
